Account	the	and	for	you	this	with	your	that	are	from	our	all	now	new	amp	out	more	can	get	have	what	one	here	her	has	their	world	was	will	about	but	time	his	just	they	see	who	how	best	she	today	day	love	first	like	year	these	when	not	some	only	after	make	season	tonight	team	via	there	back	thank	don	know	into	watch	off	happy	years	its	home	them	most	been	over	recipe	holiday	two	good	live	check	family	great	tickets	week	last	help	streaming	take	right	than	life	black	theaters	learn	game	let	join	find	special	people	stream	next	night	around	big	tour	ever	favorite	through	way	meet	which	full	november	got	christmas	want	look	oreo	every	amazing	very	ready	women	need	had	other	final	disney	old	image	episode	show	bub	also	well	studios	never	traworlds	win	pts	miss	thanksgiving	earth	marvel	dog	experience	down	made	where	ocean	fallontonight	moon	many	little	long	top	animals	why	everyone	thanks	going	always	gbbo	strangeworld	tomorrow	pet	would	before	celebrate	friday	looking	mission	him	city	man	come	read	perfect	panther	work	much	being	may	were	say	nfl	could	usa	free	any	story	visit	follow	space	hubble	movie	wakandaforever	house	star	food	better	cup	even	men	double	book	support	history	cat	december	friends	did	fun	shows	too	light	weekend	national	together	things	part	please	available	video	think	event	playing	news	series	cookies	while	animal	coming	said	baby	still	because	friend	zoo	halloween	making	during	wednesday	spacecraft	pop	cookie	another	dogs	virginia	state	play	travel	nasa	birthday	give	disneyplus	artemis	hope	stars	second	gymnastics	trampoline	share	sale	blackadam	should	excited	proud	water	young	sea	enjoy	days	art	ast	oct	reb	climate	trip	set	place	netflix	gift	million	hours	vsp	catch	three	red	between	latest	again	below	wait	same	month	galaxy	care	getting	change	something	against	sweet	monday	wildlife	incredible	pets	saturday	october	stay	explore	sunday	round	tarts	south	photo	guys	journey	country	list	hear	says	own	four	sure	past	youthsports	petfinder	american	along	those	keep	small	really	music	app	lead	stories	york	link	forever	watching	nba	stop	each	then	medal	tribe	everything	premieres	near	system	away	dinner	doing	lecheminduroi	gotribe	across	moments	view	tune	fans	congrats	twitter	episodes	grumpy	moment	treat	premiere	fox	comes	solar	left	data	without	party	different	tell	until	beautiful	won	does	since	chance	adventure	thing	gold	bake	tumbling	behind	students	future	high	planet	hot	needs	soon	download	nov	album	hotel	bransoncognac	wonderreturns	finals	america	adorable	cubs	wild	lot	makes	welcome	views	call	loves	original	gets	bring	seen	record	president	must	start	recipes	fall	starts	green	cruise	champion	hard	film	use	community	others	move	takes	close	head	title	summer	cast	kids	holidays	glg	both	cheetah	park	lights	few	gas	boo	texas	keepers	song	adopt	sofia	lol	brown	wants	mini	found	including	end	listen	try	match	easy	cbs	known	winter	white	service	click	impact	tweet	ice	launch	might	cream	score	games	cake	mom	images	scientists	school	camp	starting	details	tuesday	football	lil	real	save	looks	called	police	group	ahead	eyes	taking
Aly_Raisman	35	14	22	47	25	10	5	6	12	2	2	10	2	2	31	9	1	12	2	5	10	4	0	1	6	6	1	1	6	1	4	4	0	1	5	5	9	4	4	1	4	1	6	0	3	0	1	1	0	3	1	1	2	0	0	1	0	10	0	5	1	5	2	2	0	1	2	1	0	2	1	6	0	0	0	0	4	0	0	0	2	0	0	0	5	0	1	1	1	1	0	0	0	0	0	0	2	6	1	0	0	1	1	0	0	0	3	5	1	1	1	1	0	2	0	3	2	0	1	0	1	3	0	2	0	2	0	0	0	0	0	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	2	1	2	0	0	0	0	1	1	0	2	0	0	0	0	0	4	0	0	0	2	2	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	1	1	1	0	4	0	1	5	1	2	6	1	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	0	0	1	0	1	0	0	1	3	4	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	1	0	0	0	2	0	0	0	2	0	0	3	0	0	0	0	0	0	3	0	1	0	3	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	1	1	0	0	0	0	0	0
LaurieHernandez	41	20	17	20	23	9	4	7	3	6	0	9	6	1	2	6	1	7	1	9	6	7	6	5	2	0	1	7	2	3	9	9	2	4	4	3	1	5	2	3	1	0	8	2	7	1	2	4	1	4	0	0	2	0	2	0	0	3	2	9	3	3	2	5	1	3	0	2	1	0	1	1	1	0	0	1	2	0	1	0	1	0	2	1	2	0	1	3	3	3	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	5	0	1	1	2	0	1	0	3	0	1	1	0	1	0	1	0	0	1	4	1	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	1	2	0	0	0	1	3	0	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	5	1	0	0	0	1	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	1	0	1	0	4	0	0	0	0	1	0	1	5	0	1	0	0	0	3	0	0	1	0	1	0	0	0	2	1	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Dmoceanu	57	9	20	14	14	6	13	6	9	2	7	13	0	4	22	2	1	7	2	3	6	1	6	3	3	3	10	10	3	0	1	3	0	2	3	2	6	2	6	2	1	1	0	0	3	2	1	6	4	1	1	0	3	2	2	19	0	0	3	5	0	3	0	1	2	5	3	1	0	0	1	4	1	0	0	0	1	1	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	3	0	1	0	5	0	0	1	1	1	2	1	0	0	0	0	1	1	2	0	2	0	0	0	10	0	1	1	3	0	2	0	3	1	0	0	2	0	1	0	1	0	0	3	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	1	1	0	1	5	0	0	1	0	2	1	0	0	0	0	0	1	2	0	2	0	0	1	0	1	1	0	1	0	2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	2	1	0	0	0	0	3	0	0	2	4	0	0	4	0	0	1	0	0	0	0	0	1	1	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	2	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
espnW	73	8	11	2	5	10	0	2	4	10	1	3	2	1	1	2	2	0	2	3	3	3	0	12	3	6	0	10	3	2	1	3	0	1	0	2	0	1	0	3	1	2	2	8	1	3	0	0	1	2	1	5	2	6	2	5	9	0	2	0	0	1	0	0	3	0	1	1	1	0	2	0	8	0	0	1	1	0	0	0	0	0	0	3	0	0	3	1	0	1	0	0	0	15	0	0	0	0	1	0	2	1	0	3	0	1	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	8	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	2	4	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	3	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	3	0	1
TODAYshow	110	41	19	11	18	26	1	18	5	14	4	6	2	8	3	6	10	3	3	10	6	3	2	15	12	5	5	12	6	11	5	4	12	4	5	1	6	2	0	7	11	2	1	5	2	10	1	5	1	5	2	10	4	3	0	4	0	4	0	0	3	2	1	0	2	3	3	4	3	0	1	3	1	0	3	4	1	0	1	2	1	0	8	2	2	0	4	1	5	2	0	0	0	1	0	0	1	3	5	0	3	0	4	1	1	0	0	1	1	0	2	0	0	1	1	1	3	0	2	0	0	0	1	1	5	0	0	0	2	0	0	1	0	3	1	0	1	0	1	0	1	1	1	0	1	0	3	2	1	0	0	0	1	0	4	0	0	0	2	0	1	0	0	0	2	0	1	2	1	6	0	1	2	0	0	2	0	1	0	0	1	2	5	3	5	1	1	0	1	0	3	1	0	0	0	2	0	1	4	2	3	3	2	1	0	0	0	1	0	0	3	0	1	2	1	1	1	2	3	1	1	1	0	0	1	0	1	1	2	0	3	0	1	4	0	1	0	0	0	0	1	3	1	1	0	0	1	1	0	3	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	1	2	0	0	0	1	1	1	3	0	0	1	0	2	0	2	0	0	1	3	1	1	0	0	0	1	0	2	0	1	0	0	1	2	0	0	3	2	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	2	4	0	0	0	0	0	0	0	1	1	0	0	1	2	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	1	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	3	1	0	1	0	1	0	3	1	2	0	1
SportsEngine	86	35	45	40	25	31	37	14	16	17	13	9	7	11	7	15	14	10	14	8	3	0	14	1	1	5	8	0	4	3	5	3	3	0	2	0	1	21	1	0	5	6	4	3	3	3	10	6	4	5	1	2	2	6	0	7	24	2	3	1	6	3	11	1	3	0	1	0	1	1	0	1	0	0	0	4	1	3	4	1	1	0	5	0	5	0	4	3	2	2	1	0	16	5	3	4	14	0	1	0	0	1	1	0	0	2	2	2	0	1	0	3	0	1	0	3	1	0	1	1	0	4	1	0	1	0	1	0	0	0	4	3	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2	2	0	0	0	2	3	0	3	0	3	0	0	1	1	0	0	1	0	1	0	6	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	6	2	3	0	0	0	4	2	0	2	3	0	0	1	0	2	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	1	1	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	4	0	4	0	0	3	0	0	1	1	3	0	0	2	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	2	0	2	1	0	2	46	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	2	0	10	0	0	0	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	1	0	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3	3	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	5	1	1	3	1	2	0	0	1	0	0	0	0	0	0	0
Twitter	15	15	9	36	7	3	12	6	6	0	2	2	5	3	0	4	0	7	0	1	2	4	3	0	0	1	0	0	2	3	4	1	0	5	3	3	4	3	0	0	2	1	3	1	5	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	2	1	1	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	1	2	0	2	0	0	1	0	0	1	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dog_rates	143	117	54	118	178	40	29	48	19	12	15	13	10	8	0	11	10	31	25	31	8	16	7	66	31	9	1	35	7	16	37	10	76	28	15	9	3	5	25	71	9	11	5	10	17	4	4	9	22	10	22	6	5	2	0	2	0	10	8	12	5	13	7	0	1	10	2	1	6	11	2	9	4	0	1	0	6	1	0	3	3	0	1	2	24	0	6	9	3	9	0	2	1	1	0	2	5	1	2	0	1	1	4	5	0	6	9	8	3	0	4	7	2	12	0	1	5	0	2	1	10	0	0	6	10	9	0	1	3	0	0	2	0	10	5	0	20	0	1	0	0	1	0	0	23	0	4	5	4	0	0	0	8	7	7	0	0	3	6	0	4	5	0	3	0	3	14	1	3	1	1	0	24	0	1	1	2	5	0	4	4	6	2	6	2	0	6	0	5	8	4	0	1	1	0	1	0	1	0	0	9	0	1	0	1	0	2	0	0	0	3	5	0	0	6	0	2	1	2	3	1	27	3	0	3	1	1	2	0	1	3	0	4	4	2	3	12	5	0	6	4	2	0	0	0	0	2	28	0	1	1	0	0	1	2	0	0	7	0	2	0	0	2	0	0	2	0	6	1	0	0	3	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	2	0	2	0	4	28	0	1	1	0	22	17	0	6	2	2	1	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	1	3	1	1	5	2	0	0	1	0	0	1	1	3	0	0	0	2	0	18	3	2	0	2	2	1	0	0	0	0	0	1	1	2	4	0	0	0	0	0	0	0	0	1	0	2	1	5	0	0	1	0	4	0	3	1	0	5	4	0	0	2	3	3	1	1	0	0	0	0	0	2	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	1	2	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	3	0	3	0	0	0	0	9	0	2	0	5	0	0	0	0	0	1	0	0	0	11	0	8	1	0	0	2	0	1	0	1	0	0	1	12	0	0	0	0	4	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	2	1	0	0	2	3	4
IvePetThatDog	65	65	23	23	11	25	8	17	6	7	1	15	4	5	0	4	3	19	13	9	0	7	3	67	16	5	0	16	7	9	16	6	35	8	9	3	10	2	5	116	1	4	3	4	9	20	0	19	2	7	5	2	1	0	2	0	0	1	4	4	1	5	3	0	4	8	3	0	13	12	5	3	0	0	0	0	6	1	1	9	1	0	1	1	11	0	3	0	2	2	0	0	0	0	2	0	4	0	7	0	3	0	4	3	0	2	7	4	1	0	0	1	0	5	0	2	1	0	3	0	6	0	0	3	6	6	0	0	21	0	0	1	0	6	2	0	2	0	0	0	1	2	0	0	29	1	2	1	0	0	0	0	2	2	3	0	2	1	3	1	4	0	0	0	1	59	8	2	0	0	2	0	8	0	0	0	0	1	0	2	4	3	0	1	3	0	2	0	0	0	0	0	1	0	0	0	0	2	0	3	3	0	5	0	0	0	0	0	0	2	1	0	1	0	2	1	0	0	0	5	1	2	0	0	0	0	4	0	0	0	2	0	0	3	5	4	5	3	0	4	0	0	1	0	0	2	0	12	0	1	3	0	0	1	3	0	0	1	0	2	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	5	0	2	1	0	2	0	1	0	0	1	2	1	1	0	1	1	0	0	1	0	0	1	0	0	1	10	6	0	0	2	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	1	0	1	4	3	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	0	1	0	0	0	1	0	3	1	0	2	0	0	1	3	0	0	0	0	2	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	22	0	13	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	4	0	0	4	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
DisneyPlus	83	26	15	8	9	9	5	0	15	25	2	11	30	10	1	5	7	0	6	0	8	9	6	2	0	2	6	4	0	2	0	3	3	2	7	3	1	1	0	0	0	0	0	5	3	2	4	1	0	1	22	1	0	7	0	2	0	1	4	0	2	0	2	3	1	2	2	0	1	2	0	1	1	0	8	6	0	1	1	0	1	0	2	3	0	48	0	3	0	0	0	0	0	2	0	0	1	15	2	5	0	5	0	0	0	0	2	0	1	0	1	1	3	0	3	0	2	0	3	0	0	6	0	0	0	0	12	0	0	0	2	0	0	0	0	7	0	0	0	0	2	1	0	7	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	2	0	0	4	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	9	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	6	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	18	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	5	0	0	1	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2	1	1	0	0	1	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
MarvelStudios	88	23	19	5	13	3	0	3	4	5	4	3	90	6	1	5	0	0	61	1	1	6	1	3	3	2	7	1	1	3	1	5	0	1	1	10	1	1	1	2	1	1	1	3	1	1	0	1	0	0	55	0	0	0	10	0	0	0	3	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	9	1	0	0	5	0	0	61	5	0	0	12	2	0	1	1	68	58	0	0	0	0	0	25	1	0	0	9	1	0	0	0	0	0	1	1	0	0	11	0	3	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	83	0	0	0	0	1	0	0	82	0	32	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	8	0	0	1	4	3	0	0	0	68	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	65	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	18	0	0	0	0	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Disney	102	40	18	14	13	13	7	2	1	23	0	11	40	15	3	0	4	6	19	1	4	2	2	1	2	3	13	4	1	2	0	7	3	2	2	11	1	2	1	1	5	2	3	3	3	3	6	3	0	2	32	0	0	3	5	3	0	3	6	0	4	2	0	8	0	3	4	0	1	1	1	1	1	0	9	3	1	4	0	6	1	15	0	2	0	26	4	4	1	0	10	30	0	0	1	1	5	4	1	4	3	5	2	2	2	2	2	1	2	3	2	1	12	0	2	1	2	0	2	1	0	3	0	0	0	1	1	30	0	0	0	1	0	0	1	9	4	0	0	0	5	4	0	7	0	12	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	15	4	0	1	1	2	2	0	0	0	2	1	1	0	0	10	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	11	9	0	0	0	1	0	0	0	0	0	0	0	0	8	3	0	2	0	0	1	1	0	4	0	1	0	1	0	0	6	7	0	8	0	0	1	3	0	0	0	0	0	0	0	1	0	2	0	0	3	1	0	0	0	0	1	0	3	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	1	1	0	2	0	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	4	1	0	0	2	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	5	0	0	1	1	0	0	0	1	0	0	0	10	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0	0	17	1	0	2	0	0	1	1	0	1	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0
